firstdate;marketcode;segmentcode;isincode;description;currencycode;minimumlot;status;issuedate;issueprice;redemptiondate;redemptionprice;
16/02/2023;MOT;EUROMOT;NL0015001AM2;Netherlands Tf 2,5% Lg33 Eur;EUR;1000;Senior;09/02/2023;;15/07/2033;;
15/02/2023;EUROTLX;EUROTLX;XS2299521299;Bnp Issuance Tv Ge27 Eur;EUR;1000;Senior;;;31/01/2027;;
15/02/2023;EUROTLX;EUROTLX;XS2299521026;Bnp Issuance Mc Ge27 Call Eur;EUR;1000;Senior;;;31/01/2027;;
14/02/2023;EUROTLX;EUROTLX;XS2469997915;Barclays Mc Fb33 Eur;EUR;1000;Senior;;;14/02/2033;;
10/02/2023;MOT;DOMESTICMOT;IT0005521171;Eni Sdg Linked Tf 4,3% Fb28 Eur;EUR;1000;Senior;10/02/2023;;10/02/2028;;
09/02/2023;EUROTLX;EUROTLX;XS2583205906;A2a Green Bond Tf 4,375% Fb34 Call Eur;EUR;100000;Senior;;;03/02/2034;;
09/02/2023;EUROTLX;EUROTLX;XS2577528016;Mediobanca Mc Fb33 Sub Tier2 Call Eur;EUR;250000;TIER II;;;08/02/2033;;
09/02/2023;EUROTLX;EUROTLX;XS2110105769;Citigroup Mc Fb27 Eur;EUR;1000;Senior;;;08/02/2027;;
09/02/2023;EUROTLX;EUROTLX;FR0013334695;Rci Banque Tf 1,625% Mg26 Call Eur;EUR;1000;Senior;;;26/05/2026;;
07/02/2023;MOT;EUROMOT;XS2580724727;Aiib Zc Fb43 Mxn;MXN;10000;Senior;02/02/2023;;02/02/2043;;
07/02/2023;MOT;EUROMOT;FI4000546528;Finland Tf 2,75% Ap38 Eur;EUR;1000;Senior;02/02/2023;;15/04/2038;;
07/02/2023;MOT;EUROMOT;ES0000012L52;Obligaciones Tf 3,15% Ap33 Eur;EUR;1000;Senior;01/02/2023;;30/04/2033;;
06/02/2023;MOT;EUROMOT;XS2580296403;Adb Zc Fb43 Zar;ZAR;1000;Senior;01/02/2023;;01/02/2043;;
06/02/2023;MOT;EUROMOT;XS2577109049;World Bank Sustainable Tf 2,9% Ge33 Eur;EUR;1000;Senior;19/01/2023;;19/01/2033;;
06/02/2023;MOT;EUROMOT;XS2574388646;Eib Tf 2,88% Ge33 Eur;EUR;1000;Senior;12/01/2023;;12/01/2033;;
03/02/2023;MOT;EUROMOT;XS2581380826;Afdb Zc Fb38 Zar;ZAR;500000;Senior;01/02/2023;;01/02/2038;;
02/02/2023;MOT;EUROMOT;CA459058KM45;World Bank Sustainable Tf 3,7% Ge28 Cad;CAD;1000;Senior;18/01/2023;;18/01/2028;;
01/02/2023;EUROTLX;EUROTLX;XS2581393134;Telecom It Tf 6,875% Fb28 Call Eur;EUR;100000;Senior;;;15/02/2028;;
01/02/2023;EUROTLX;EUROTLX;XS2579897633;Autostrade Sdg Link Tf4,75% Ge31 Calleur;EUR;100000;Senior;;;24/01/2031;;
01/02/2023;EUROTLX;EUROTLX;XS2579284469;Acea Green Bond Tf 3,875% Ge31 Call Eur;EUR;100000;Senior;;;24/01/2031;;
01/02/2023;MOT;EUROMOT;XS2579483319;Bulgaria Tf 4,5% Ge33 Eur;EUR;1000;Senior;27/01/2023;;27/01/2033;;
31/01/2023;EUROTLX;EUROTLX;XS2577533875;Iccrea Social Bond Mc Ge28 Call Eur;EUR;100000;Senior;;;20/01/2028;;
30/01/2023;EUROTLX;EUROTLX;XS2577572188;Banco Bpm Green Bond Tf 4,875% Ge27 Eur;EUR;100000;Senior;;;18/01/2027;;
30/01/2023;EUROTLX;EUROTLX;XS2574873266;E.On Tf 3,5% Ge28 Call Eur;EUR;1000;Senior;;;12/01/2028;;
30/01/2023;EUROTLX;EUROTLX;XS2574873183;E.On Green Bond Tf 3,875% Ge35 Call Eur;EUR;1000;Senior;;;12/01/2035;;
30/01/2023;EUROTLX;EUROTLX;XS2110112385;Citigroup Mc Ge28 Eur;EUR;1000;Senior;;;30/01/2028;;
27/01/2023;MOT;EUROMOT;GR0124039737;Ggb Tf 4,25% Gn33 Eur;EUR;10000;Senior;24/01/2023;;15/06/2033;;
26/01/2023;EUROTLX;EUROTLX;XS2577874782;Heidelberg Sdg Link Tf3,75% Mg32 Calleur;EUR;1000;Senior;;;31/05/2032;;
26/01/2023;EUROTLX;EUROTLX;XS2577518488;Banca Ifis Tf 6,125% Ge27 Eur;EUR;100000;Senior;;;19/01/2027;;
26/01/2023;EUROTLX;EUROTLX;FR001400F0U6;Rci Banque Tf 4,625% Lg26 Call Eur;EUR;1000;Senior;;;13/07/2026;;
26/01/2023;MOT;EUROMOT;XS2574382797;Eib Green Bond Tf 9,25% Ge33 Mxn;MXN;10000;Senior;13/01/2023;;13/01/2033;;
25/01/2023;MOT;EUROMOT;DE000BU25000;Bobl Tf 2,2% Ap28 Eur;EUR;1000;Senior;19/01/2023;;13/04/2028;;
24/01/2023;EUROTLX;EUROTLX;XS2577396430;Pirelli Sdg Linked Tf4,25% Ge28 Call Eur;EUR;100000;Senior;;;18/01/2028;;
24/01/2023;EUROTLX;EUROTLX;FR0014004AF5;Air Fra-Klm Tf 3,875% Lg26 Call Eur;EUR;100000;Senior;;;01/07/2026;;
23/01/2023;EUROTLX;EUROTLX;XS2577053825;Unicredit Mc Ge29 Call Eur;EUR;100000;Senior;;;17/01/2029;;
23/01/2023;MOT;EUROMOT;XS2571924070;Romania Tf 7,625% Ge53 Usd;USD;2000;Senior;17/01/2023;;17/01/2053;;
23/01/2023;MOT;EUROMOT;XS2571923007;Romania Tf 7,125% Ge33 Usd;USD;2000;Senior;17/01/2023;;17/01/2033;;
23/01/2023;MOT;EUROMOT;XS2571922884;Romania Tf 6,625% Fb28 Usd;USD;2000;Senior;17/01/2023;;17/02/2028;;
23/01/2023;MOT;EUROMOT;ES0000012L29;Bonos Tf 2,8% Mg26 Eur;EUR;1000;Senior;17/01/2023;;31/05/2026;;
23/01/2023;MOT;EUROMOT;BE0000357666;Belgium Tf 3% Gn33 Eur;EUR;1000;Senior;17/01/2023;;22/06/2033;;
18/01/2023;EUROTLX;EUROTLX;XS2570955505;Bdm-Mcc Mc Dc32 Sub Tier2 Call Eur;EUR;200000;TIER II;;;29/12/2032;;
18/01/2023;MOT;EUROMOT;XS2574268822;Kfw Tf 3,18% Mz28 Nok;NOK;10000;Senior;11/01/2023;;15/03/2028;;
18/01/2023;MOT;EUROMOT;PTOTEZOE0014;Portugal Tf 3,5% Gn38 Eur;EUR;1000;Senior;12/01/2023;;18/06/2038;;
18/01/2023;MOT;EUROMOT;IE000GVLBXU6;Ireland Green Bond Tf 3% Ot43 Eur;EUR;1000;Senior;12/01/2023;;18/10/2043;;
18/01/2023;MOT;EUROMOT;DE000BU2Z007;Bund Tf 2,3% Fb33 Eur;EUR;1000;Senior;13/01/2023;;15/02/2033;;
16/01/2023;MOT;EUROMOT;AT0000A324S8;Austria Tf 2,9% Fb33 Eur;EUR;1000;Senior;11/01/2023;;20/02/2033;;
13/01/2023;MOT;BTP;IT0005530032;Btp Tf 4,45% St43 Eur;EUR;1000;Senior;01/09/2022;;01/09/2043;;
12/01/2023;MOT;EUROMOT;XS2431006233;World Bank Sustainable Tf 1,25% Dc28 Gbp;GBP;1000;Senior;13/01/2022;;13/12/2028;;
12/01/2023;MOT;EUROMOT;XS2398918024;Eib Sustainable Tf 0,875% Mg26 Gbp;GBP;1000;Senior;20/10/2021;;15/05/2026;;
12/01/2023;MOT;EUROMOT;XS2365061931;Worldbank Sustainable Tf 0,625% Lg28 Gbp;GBP;1000;Senior;15/07/2021;;14/07/2028;;
12/01/2023;MOT;EUROMOT;XS2281370903;Eib Tf 0,125% Dc26 Gbp;GBP;1000;Senior;14/01/2021;;14/12/2026;;
03/01/2023;EUROTLX;EUROTLX;XS2508118374;Sg Issuer Mc Dc27 Call Eur;EUR;1000;Senior;;;23/12/2027;;
29/12/2022;EUROTLX;EUROTLX;IT0005520470;Mediobanca Tf 3,4% Dc27 Eur;EUR;1000;Senior;;;21/12/2027;;
27/12/2022;MOT;EUROMOT;XS2552842150;Gs Group Mc Dc32 Eur;EUR;1000;Senior;22/12/2022;;22/12/2032;;
22/12/2022;EUROTLX;EUROTLX;IT0005519571;Intsanpaolo Tv Eur3m+1,34 Dc27 Eur;EUR;100000;Senior;;;22/12/2027;;
22/12/2022;EUROTLX;EUROTLX;IT0005519332;Intsanpaolo Tf 4,08% Dc26 Eur;EUR;100000;Senior;;;22/12/2026;;
21/12/2022;MOT;EUROMOT;XS1963719585;Eib Tf 3% Nv29 Pln;PLN;1000;Senior;22/03/2019;;25/11/2029;;
21/12/2022;MOT;EUROMOT;US459058KH57;World Bank Sustainable Tv +0,3 Ge29 Usd;USD;1000;Senior;24/01/2022;;24/01/2029;;
21/12/2022;MOT;EUROMOT;US459058KD44;World Bank Sustainable Tv +0,29 Nv28 Usd;USD;1000;Senior;22/11/2021;;22/11/2028;;
16/12/2022;EUROTLX;EUROTLX;IT0005523896;Bper Banca Mc Fb28 Call Eur;EUR;150000;Senior;;;01/02/2028;;
12/12/2022;EUROTLX;EUROTLX;XS2563002653;Mediobanca Sustainable Mc Fb29 Call Eur;EUR;100000;Senior;;;07/02/2029;;
12/12/2022;EUROTLX;EUROTLX;XS2554493622;Unicredit Tf 4% Dc26 Eur;EUR;10000;Senior;;;05/12/2026;;
12/12/2022;EUROTLX;EUROTLX;XS2521913306;Gs Group Mc Dc26 Eur;EUR;1000;Senior;;;07/12/2026;;
08/12/2022;MOT;EUROMOT;XS2558594391;Hungary Green Tf 5% Fb27 Eur;EUR;1000;Senior;21/11/2022;;22/02/2027;;
01/12/2022;MOT;EUROMOT;EU000A3K4DY4;Eu Mfa Tf 3% Mz53 Eur;EUR;1000;Senior;22/11/2022;;04/03/2053;;
30/11/2022;EUROTLX;EUROTLX;XS2558591967;Banco Bpm Green Bond Mc Ge28 Call Eur;EUR;150000;Senior;;;21/01/2028;;
29/11/2022;MOT;BTP;IT0005521981;Btp Tf 3,4% Ap28 Eur;EUR;1000;Senior;30/11/2022;;01/04/2028;;
28/11/2022;MOT;EUROMOT;EU000A3K4DW8;Eu Next Gen Green Bond Tf 2,75% Fb33 Eur;EUR;1000;Senior;22/11/2022;;04/02/2033;;
21/11/2022;MOT;EUROMOT;US857524AE20;Poland Tf 5,75% Nv32 Call Usd;USD;1000;Senior;16/11/2022;;16/11/2032;;
21/11/2022;MOT;EUROMOT;US857524AD47;Poland Tf 5,5% Nv27 Call Usd;USD;1000;Senior;16/11/2022;;16/11/2027;;
18/11/2022;EUROTLX;EUROTLX;XS2555420103;Unicredit Green Bond Mc Nv27 Call Eur;EUR;150000;Senior;;;15/11/2027;;
17/11/2022;MOT;BTP;IT0005517195;Btp Italia Nv28 Eur;EUR;1000;Senior;22/11/2022;;22/11/2028;;
16/11/2022;EUROTLX;EUROTLX;IT0005494270;Banca Adria Sc Lg27 Eur;EUR;1000;Senior;;;05/07/2027;;
14/11/2022;EUROTLX;EUROTLX;XS2521882071;Gs Group Tv Nv26 Eur;EUR;1000;Senior;;;09/11/2026;;
14/11/2022;MOT;BTP;IT0005519787;Btp Tf 3,85% Dc29 Eur;EUR;1000;Senior;15/11/2022;;15/12/2029;;
11/11/2022;EUROTLX;EUROTLX;XS2541570409;Citigroup Gm Mc Nv27 Eur;EUR;1000;Senior;;;09/11/2027;;
10/11/2022;EUROTLX;EUROTLX;XS2440511975;Bnp Issuance Tv Ot26 Eur;EUR;1000;Senior;;;31/10/2026;;
10/11/2022;EUROTLX;EUROTLX;IT0005494056;Cr Fossano Mc Mg27 Eur;EUR;1000;Senior;;;06/05/2027;;
04/11/2022;EUROTLX;EUROTLX;XS2476489682;Sg Issuer Mc Ot27 Eur;EUR;1000;Senior;;;27/10/2027;;
02/11/2022;EUROTLX;EUROTLX;XS2541433590;Unicredit Tf 4,15% Ap27 Eur;EUR;10000;Senior;;;26/04/2027;;
31/10/2022;EUROTLX;EUROTLX;XS0459924386;Deutsche Bk Mc Ind Link Ot27 Eur;EUR;1000;Senior;;;28/10/2027;;
31/10/2022;MOT;EUROMOT;SI0002104121;Slovenia Tf 0,687% Mz81 Eur;EUR;1000;Senior;03/02/2021;;03/03/2081;;
31/10/2022;MOT;EUROMOT;SI0002103842;Slovenia Tf 1,187% Mz29 Eur;EUR;1000;Senior;14/01/2019;;14/03/2029;;
31/10/2022;MOT;EUROMOT;SI0002103677;Slovenia Tf 1,75% Nv40 Eur;EUR;1000;Senior;03/11/2016;;03/11/2040;;
31/10/2022;MOT;BTP;IT0005518128;Btp Tf 4,40% Mg33 Eur;EUR;1000;Senior;01/11/2022;;01/05/2033;;
28/10/2022;EUROTLX;EUROTLX;XS2411537033;Bp Sondrio Mc Fb32 Sub Tier2 Call Eur;EUR;100000;TIER II;;;25/02/2032;;
27/10/2022;MOT;EUROMOT;EU000A3K4DV0;Eu Next Gen Tf 3,375% Nv42 Eur;EUR;1000;Senior;18/10/2022;;04/11/2042;;
25/10/2022;MOT;EUROMOT;NL00150012X2;Netherlands Tf 2% Ge54 Eur;EUR;1000;Senior;29/09/2022;;15/01/2054;;
25/10/2022;MOT;EUROMOT;DE0001102622;Bund Tf 2,1% Nv29 Eur;EUR;1000;Senior;20/10/2022;;15/11/2029;;
25/10/2022;MOT;EUROMOT;DE0001102614;Bund Tf 1,8% Ag53 Eur;EUR;1000;Senior;15/08/2022;;15/08/2053;;
21/10/2022;EUROTLX;EUROTLX;XS2545759099;Intsanpaolo Social Bond 5,25% Ge30 Eur;EUR;100000;Senior;;;13/01/2030;;
21/10/2022;EUROTLX;EUROTLX;XS2533094400;Mediobanca Tf 3,4% Ot26 Eur;EUR;1000;Senior;;;21/10/2026;;
21/10/2022;EUROTLX;EUROTLX;XS2428618685;Bnp Issuance Tv St26 Eur;EUR;1000;Senior;;;30/09/2026;;
14/10/2022;MOT;EUROMOT;XS2436031616;Bnp Issuance Mc Ot27 Eur;EUR;1000;Senior;13/10/2022;;13/10/2027;;
13/10/2022;EUROTLX;EUROTLX;USF2893TAR70;Edf Tf 5,25% Ot55 Call Usd;USD;2000;Senior;;;13/10/2055;;
13/10/2022;EUROTLX;EUROTLX;USF2893TAQ97;Edf Tf 4,95% Ot45 Call Usd;USD;2000;Senior;;;13/10/2045;;
13/10/2022;EUROTLX;EUROTLX;USF2893TAP15;Edf Tf 4,75% Ot35 Call Usd;USD;2000;Senior;;;13/10/2035;;
13/10/2022;EUROTLX;EUROTLX;USF2893TAK28;Edf Tf 4,875% Ge44 Usd;USD;2000;Senior;;;22/01/2044;;
13/10/2022;EUROTLX;EUROTLX;USF2893TAE67;Edf Tf 5,6% Ge40 Usd;USD;2000;Senior;;;27/01/2040;;
11/10/2022;MOT;EUROMOT;XS2539608336;World Bank Zc St52 Mxn;MXN;100000;Senior;30/09/2022;;30/09/2052;;
11/10/2022;MOT;EUROMOT;XS2539440722;Aiib Tf 30% St27 Try;TRY;20000;Senior;29/09/2022;;29/09/2027;;
11/10/2022;MOT;EUROMOT;XS2468431049;Ebrd Zc Ap27 Try;TRY;1000;Senior;12/04/2022;;12/04/2027;;
07/10/2022;EUROTLX;EUROTLX;XS2110100455;Citigroup Social Bond Tf 4,05% St27 Usd;USD;2000;Senior;;;30/09/2027;;
07/10/2022;MOT;EUROMOT;XS2537091899;Ebrd Tf 28% St27 Try;TRY;10000;Senior;27/09/2022;;27/09/2027;;
07/10/2022;MOT;EUROMOT;XS1480880555;Ifc Zc Ag26 Zar;ZAR;10000;Senior;24/08/2016;;24/08/2026;;
06/10/2022;EUROTLX;EUROTLX;XS2529280062;Unicredit Tf 3,9% St26 Eur;EUR;150000;Senior;;;28/09/2026;;
06/10/2022;EUROTLX;EUROTLX;XS0459914239;Deutsche Bk Tv Ot27 Eur;EUR;1000;Senior;;;06/10/2027;;
06/10/2022;EUROTLX;EUROTLX;IT0005507832;Mediobanca Tf 2,9% St27 Eur;EUR;1000;Senior;;;28/09/2027;;
06/10/2022;MOT;EUROMOT;XS2433833071;World Bank Green Bond Zc Ge29 Brl;BRL;10000;Senior;19/01/2022;;19/01/2029;;
06/10/2022;MOT;EUROMOT;EU000A3K4DT4;Eu Next Gen Tf 2,5% Ot52 Eur;EUR;1000;Senior;20/09/2022;;04/10/2052;;
06/10/2022;MOT;EUROMOT;EU000A3K4DS6;Eu Next Gen Tf 2% Ot27 Eur;EUR;1000;Senior;20/09/2022;;04/10/2027;;
06/10/2022;MOT;EUROMOT;AT0000A308C5;Austria Tf 2% Lg26 Eur;EUR;1000;Senior;28/09/2022;;15/07/2026;;
04/10/2022;MOT;EUROMOT;XS2536817484;Bulgaria Tf 4,625% St34 Eur;EUR;1000;Senior;23/09/2022;;23/09/2034;;
04/10/2022;MOT;EUROMOT;XS2536817211;Bulgaria Tf 4,125% St29 Eur;EUR;1000;Senior;23/09/2022;;23/09/2029;;
04/10/2022;MOT;EUROMOT;ES0000012K95;Obligaciones Tf 3,45% Lg43 Eur;EUR;1000;Senior;27/09/2022;;30/07/2043;;
04/10/2022;MOT;EUROMOT;BE0000356650;Belgium Green Bond Tf 2,75% Ap39 Eur;EUR;1000;Senior;21/09/2022;;22/04/2039;;
03/10/2022;EUROTLX;EUROTLX;IT0005507840;Mediobanca Sc St26 Eur;EUR;1000;Senior;;;30/09/2026;;
03/10/2022;MOT;EUROMOT;XS2538441598;Romania Tf 6,625% St29 Eur;EUR;1000;Senior;27/09/2022;;27/09/2029;;
03/10/2022;MOT;EUROMOT;XS2538440780;Romania Tf 5% St26 Eur;EUR;1000;Senior;27/09/2022;;27/09/2026;;
29/09/2022;EUROTLX;EUROTLX;IT0005507436;Mediobanca Mc St26 Eur;EUR;1000;Senior;;;28/09/2026;;
27/09/2022;EUROTLX;EUROTLX;XS2534976886;A2a Green Bond 4,5% St30 Call Eur;EUR;100000;Senior;;;19/09/2030;;
26/09/2022;EUROTLX;EUROTLX;XS2534908889;Bper Banca Mc Ge33 Sub Tier2 Call Eur;EUR;200000;TIER II;;;20/01/2033;;
26/09/2022;EUROTLX;EUROTLX;XS2443527234;Iccrea Banca Mc St27 Call Eur;EUR;100000;Senior;;;20/09/2027;;
26/09/2022;MOT;DOMESTICMOT;IT0005503393;Kme Group Tf 5% St27 Call Eur;EUR;1;Senior;23/09/2022;;23/09/2027;;
22/09/2022;EUROTLX;EUROTLX;XS2532681074;Fs Green Bond 3,75% Ap27 Eur;EUR;100000;Senior;;;14/04/2027;;
21/09/2022;MOT;EUROMOT;FR001400CMX2;Oat Tf 2,5% Mg43 Eur;EUR;1000;Senior;25/05/2022;;25/05/2043;;
20/09/2022;EUROTLX;EUROTLX;US037833DD98;Apple Tf 3,75% St47 Call Usd;USD;2000;Senior;;;12/09/2047;;
20/09/2022;EUROTLX;EUROTLX;US037833CX61;Apple Tf 3% Gn27 Call Usd;USD;2000;Senior;;;20/06/2027;;
20/09/2022;EUROTLX;EUROTLX;US037833CJ77;Apple Tf 3,35% Fb27 Call Usd;USD;2000;Senior;;;09/02/2027;;
20/09/2022;EUROTLX;EUROTLX;US037833CH12;Apple Tf 4,25% Fb47 Call Usd;USD;2000;Senior;;;09/02/2047;;
20/09/2022;EUROTLX;EUROTLX;US037833BX70;Apple Tf 4,65% Fb46 Call Usd;USD;2000;Senior;;;23/02/2046;;
20/09/2022;EUROTLX;EUROTLX;US037833BW97;Apple Tf 4,5% Fb36 Call Usd;USD;2000;Senior;;;23/02/2036;;
20/09/2022;EUROTLX;EUROTLX;US037833BH21;Apple Tf 4,375% Mg45 Call Usd;USD;2000;Senior;;;13/05/2045;;
20/09/2022;EUROTLX;EUROTLX;US037833BA77;Apple Tf 3,45% Fb45 Call Usd;USD;2000;Senior;;;09/02/2045;;
20/09/2022;EUROTLX;EUROTLX;US037833AT77;Apple Tf 4,45% Mg44 Call Usd;USD;2000;Senior;;;06/05/2044;;
20/09/2022;EUROTLX;EUROTLX;US037833AL42;Apple Tf 3,85% Mg43 Call Usd;USD;2000;Senior;;;04/05/2043;;
20/09/2022;EUROTLX;EUROTLX;US023135AP19;Amazon Tf 4,8% Dc34 Call Usd;USD;2000;Senior;;;05/12/2034;;
19/09/2022;EUROTLX;EUROTLX;XS2530053789;Banco Bpm Green Bond 6% St26 Eur;EUR;150000;Senior;;;13/09/2026;;
16/09/2022;EUROTLX;EUROTLX;XS2110087413;Citigroup Mc St26 Eur;EUR;1000;Senior;;;01/09/2026;;
15/09/2022;EUROTLX;EUROTLX;XS2531420656;Efi Sdg Linked Tf 3,875% Mz29 Call Eur;EUR;100000;Senior;;;09/03/2029;;
15/09/2022;EUROTLX;EUROTLX;XS2530769921;Banca Pop Ad Mc St32 Sub Tier2 Call Eur;EUR;200000;TIER II;;;09/09/2032;;
14/09/2022;EUROTLX;EUROTLX;XS2470212726;Gs Group Mc St28 Eur;EUR;1000;Senior;;;07/09/2028;;
13/09/2022;MOT;EUROMOT;DE0001030740;Bobl Green Tf 1,3% Ot27 Eur;EUR;1000;Senior;30/06/2022;;15/10/2027;;
09/09/2022;MOT;EUROMOT;XS2470210514;Gs Group Mc St27 Eur;EUR;1000;Senior;06/09/2022;;06/09/2027;;
09/09/2022;MOT;BTP;IT0005508590;Btpgreen 4%Ap35eur;EUR;1000;Senior;30/04/2022;;30/04/2035;;
05/09/2022;MOT;EUROMOT;XS2524143125;Ifc Green Bond Tf 8,25% Ag34 Zar;ZAR;20000;Senior;25/08/2022;;25/08/2034;;
05/09/2022;MOT;EUROMOT;FI4000527551;Finland Tf 1,375% Ap27 Eur;EUR;1000;Senior;30/08/2022;;15/04/2027;;
02/09/2022;EUROTLX;EUROTLX;US89236TDR32;Toyota Credi Tf 3,2% Ge27 Call Usd;USD;2000;Senior;;;11/01/2027;;
31/08/2022;EUROTLX;EUROTLX;XS2508243941;Unicredit Tf 3,05% Ag27 Eur;EUR;10000;Senior;;;24/08/2027;;
31/08/2022;MOT;EUROMOT;AU3CB0236883;World Bank Tf 3% Ot26 Aud;AUD;1000;Senior;19/04/2016;;19/10/2026;;
24/08/2022;EUROTLX;EUROTLX;IT0005480246;Bcc Pianfei Tf 0,5% Ge27 Eur;EUR;1000;Senior;;;10/01/2027;;
22/08/2022;EUROTLX;EUROTLX;XS2470208294;Gs Group Mc Ag26 Eur;EUR;1000;Senior;;;17/08/2026;;
17/08/2022;EUROTLX;EUROTLX;XS2396274636;Bnp Issuance Tv Lg26 Eur;EUR;1000;Senior;;;29/07/2026;;
17/08/2022;EUROTLX;EUROTLX;XS2392609181;Bnp Issuance Tv Lg27 Eur;EUR;1000;Senior;;;29/07/2027;;
10/08/2022;EUROTLX;EUROTLX;XS2436470459;Sg Issuer Mc Ag29 Call Usd;USD;2000;Senior;;;03/08/2029;;
10/08/2022;EUROTLX;EUROTLX;XS0459921879;Deutsche Bk Oc Ind Link Ag26 Eur;EUR;1000;Senior;;;10/08/2026;;
05/08/2022;EUROTLX;EUROTLX;XS2470196002;Gs Group Tf 3,45% Lg26 Usd;USD;2000;Senior;;;29/07/2026;;
05/08/2022;EUROTLX;EUROTLX;XS0459915806;Deutsche Bk Tv Ag27 Eur;EUR;1000;Senior;;;05/08/2027;;
05/08/2022;MOT;EUROMOT;XS2485249523;Romania Tf 6% Mg34 Usd;USD;2000;Senior;25/05/2022;;25/05/2034;;
05/08/2022;MOT;EUROMOT;XS2485248806;Romania Tf 5,25% Nv27 Usd;USD;2000;Senior;25/05/2022;;25/11/2027;;
03/08/2022;EUROTLX;EUROTLX;XS2502390250;Unicredit Tf 3,05% Lg27 Eur;EUR;10000;Senior;;;27/07/2027;;
03/08/2022;EUROTLX;EUROTLX;XS2499011059;Unicredit Tf 3,25% Lg27 Eur;EUR;10000;Senior;;;27/07/2027;;
23/07/2022;EUROTLX;EUROTLX;XS2493296730;Mediobanca Tf 3% Lg26 Eur;EUR;1000;Senior;;;13/07/2026;;
23/07/2022;MOT;EUROMOT;FR001400BKZ3;Oat Tf 2% Nv32 Eur;EUR;1000;Senior;25/11/2021;;25/11/2032;;
23/07/2022;MOT;EUROMOT;EU000A3K7MW2;Eu Next Gen Tf 1,625% Dc29 Eur;EUR;1000;Senior;19/07/2022;;04/12/2029;;
15/07/2022;EUROTLX;EUROTLX;XS2488465423;Credem Social Mc Ot32 Sub Tier2 Call Eur;EUR;200000;TIER II;;;05/10/2032;;
15/07/2022;EUROTLX;EUROTLX;FR001400B1L7;Rci Banque Tf 4,75% Lg27 Call Eur;EUR;1000;Senior;;;06/07/2027;;
12/07/2022;EUROTLX;EUROTLX;XS2110099855;Citigroup Social Bond Tv Lg26 Eur;EUR;1000;Senior;;;12/07/2026;;
12/07/2022;MOT;EUROMOT;XS2392623760;Bnp Issuance Mc Lg27 Usd;USD;1000;Senior;11/07/2022;;11/07/2027;;
12/07/2022;MOT;EUROMOT;DE0001102606;Bund Tf 1,7% Ag32 Eur;EUR;1000;Senior;08/07/2022;;15/08/2032;;
08/07/2022;MOT;EUROMOT;EU000A3K4DM9;Eu Next Gen Green Bond Tf2,625% Fb48 Eur;EUR;1000;Senior;28/06/2022;;04/02/2048;;
07/07/2022;EUROTLX;EUROTLX;XS2491637323;Bnp Tv Gn26 Eur;EUR;1000;Senior;;;30/06/2026;;
06/07/2022;EUROTLX;EUROTLX;US91282CEN74;Usa Tf 2,75% Ap27 Usd;USD;1000;Senior;;;30/04/2027;;
06/07/2022;EUROTLX;EUROTLX;US91282CEM91;Usa Tf 2,875% Ap29 Usd;USD;1000;Senior;;;30/04/2029;;
06/07/2022;EUROTLX;EUROTLX;US912810TG31;Usa Tf 2,875% Mg52 Usd;USD;1000;Senior;;;15/05/2052;;
06/07/2022;EUROTLX;EUROTLX;IT0005499857;Bnl Tv Eur3m+0,08 Lg26 Covered Eur;EUR;100000;COVERED;;;28/07/2026;;
04/07/2022;MOT;EUROMOT;DE0001141869;Bobl Tf 1,3% Ot27 Eur;EUR;1000;Senior;30/06/2022;;15/10/2027;;
01/07/2022;EUROTLX;EUROTLX;US91282CET45;Usa Tf 2,625% Mg27 Usd;USD;1000;Senior;;;31/05/2027;;
01/07/2022;EUROTLX;EUROTLX;US91282CES61;Usa Tf 2,75% Mg29 Usd;USD;1000;Senior;;;31/05/2029;;
01/07/2022;EUROTLX;EUROTLX;US91282CEP23;Usa Tf 2,875% Mg32 Usd;USD;1000;Senior;;;15/05/2032;;
01/07/2022;EUROTLX;EUROTLX;US912810TH14;Usa Tf 3,25% Mg42 Usd;USD;1000;Senior;;;15/05/2042;;
01/07/2022;MOT;BTP;IT0005500068;Btp Tf 2,65% Dc27 Eur;EUR;1000;Senior;04/07/2022;;01/12/2027;;
30/06/2022;EUROTLX;EUROTLX;XS0460007064;Deutsche Bk Oc Ind Link Gn27 Eur;EUR;1000;Senior;;;30/06/2027;;
27/06/2022;MOT;EUROMOT;XS2487342649;Lithuania Tf 2,125% Gn32 Eur;EUR;1000;Senior;01/06/2022;;01/06/2032;0;
27/06/2022;MOT;EUROMOT;XS2181347183;Estonia Tf 0,125% Gn30 Eur;EUR;1000;Senior;10/06/2020;;10/06/2030;0;
23/06/2022;MOT;BTP;IT0005497000;Btp Italia Gn30 Eur;EUR;1000;Senior;28/06/2022;;28/06/2030;0;
22/06/2022;MOT;EUROMOT;XS2364754411;Lithuania Tf 0,75% Lg51 Eur;EUR;1000;Senior;15/07/2021;;15/07/2051;;
22/06/2022;MOT;EUROMOT;XS1619568139;Lithuania Tf 2,1% Mg47 Eur;EUR;1000;Senior;26/05/2017;;26/05/2047;;
21/06/2022;EUROTLX;EUROTLX;XS2486825826;Intsanpaolo Tf 2,35% Gn27 Eur;EUR;100000;Senior;;;16/06/2027;;
21/06/2022;EUROTLX;EUROTLX;XS2474941460;Citigroup Gm Tv Gn27 Eur;EUR;1000;Senior;;;17/06/2027;;
